folder,file1,file2,tfidf_similarity,ast_similarity,combined_similarity,length_ratio,complexity_ratio,es_plagio,dataset,tokenize_success,ast_success
90f01508_ec8566b8,90f01508.java,ec8566b8.java,0.5015,0.7585,0.54,0.9522,0.9167,0,conplag,True,True
0f3a2acf_16e6d8bb,0f3a2acf.java,16e6d8bb.java,0.397,0.7192,0.4453,0.9984,1.0,1,conplag,True,True
4552d8a0_d3a96420,4552d8a0.java,d3a96420.java,0.4582,0.9088,0.5257,0.9051,0.9091,0,conplag,True,True
0b27be88_3f4a5b64,0b27be88.java,3f4a5b64.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
316c9955_e7370eec,316c9955.java,e7370eec.java,0.3823,0.7372,0.4355,0.971,0.75,0,conplag,True,True
c07_orig_L6v06,original.java,compared.java,0.4924,0.7881,0.5811,0.982,1.0,1,ir_plag,True,True
c04_orig_L5v04,original.java,compared.java,0.4512,0.8075,0.5581,0.825,1.0,1,ir_plag,True,True
4d279121_856a8eda,4d279121.java,856a8eda.java,0.3991,0.8154,0.4615,0.9667,0.8,0,conplag,True,True
c05_orig_L3v08,original.java,compared.java,0.7156,1.0,0.8009,0.9907,1.0,1,ir_plag,True,True
0922b7e7_c34bb733,0922b7e7.java,c34bb733.java,0.3618,0.5479,0.3897,0.4878,0.3636,0,conplag,True,True
c06_orig_np05,original.java,compared.java,0.9018,1.0,0.9313,1.0,1.0,0,ir_plag,True,True
05ca89ed_5b9a0551,05ca89ed.java,5b9a0551.java,0.4795,0.8375,0.5332,0.9308,1.0,0,conplag,True,True
c04_orig_L2v01,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
2722ef48_e9144440,2722ef48.java,e9144440.java,0.3959,0.7008,0.4416,0.8717,0.7273,0,conplag,True,True
43ca682a_baebdc56,43ca682a.java,baebdc56.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
6815a099_f41057db,6815a099.java,f41057db.java,0.5687,0.988,0.6316,0.9965,1.0,1,conplag,True,True
0ee2f8f1_587307f2,0ee2f8f1.java,587307f2.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
18e2441c_24b20554,18e2441c.java,24b20554.java,0.3641,0.8217,0.4327,0.7418,1.0,1,conplag,True,True
8703709f_d2901569,8703709f.java,d2901569.java,0.4986,0.7714,0.5396,0.9548,0.7143,0,conplag,True,True
c05_orig_L5v05,original.java,compared.java,0.5316,0.925,0.6496,0.8492,1.0,1,ir_plag,True,True
16a2a867_3951966f,16a2a867.java,3951966f.java,0.4596,0.6825,0.493,0.9256,0.7778,0,conplag,True,True
c06_orig_L5v05,original.java,compared.java,0.4816,0.7875,0.5733,0.8605,1.0,1,ir_plag,True,True
6e207cbf_dc281165,6e207cbf.java,dc281165.java,0.3349,0.637,0.3802,0.9663,0.6,0,conplag,True,True
1dab88fb_7b5f64b7,1dab88fb.java,7b5f64b7.java,0.4655,0.7148,0.5029,0.7409,0.8462,0,conplag,True,True
5af25bd7_cbbbed5f,5af25bd7.java,cbbbed5f.java,0.475,0.7635,0.5183,0.9085,0.75,0,conplag,True,True
26e699de_402aff07,26e699de.java,402aff07.java,0.4611,0.7792,0.5088,0.8123,1.0,0,conplag,True,True
35eb27da_8559d49e,35eb27da.java,8559d49e.java,0.3324,0.6575,0.3811,0.6611,0.8421,0,conplag,True,True
2a655afe_692a4496,2a655afe.java,692a4496.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
c05_orig_L5v03,original.java,compared.java,0.4876,0.7275,0.5596,0.972,1.0,1,ir_plag,True,True
ad4c7a20_f8e7b886,ad4c7a20.java,f8e7b886.java,0.4404,0.6429,0.4708,0.7297,0.7273,0,conplag,True,True
5d175166_d1391025,5d175166.java,d1391025.java,0.5956,0.7479,0.6184,0.9828,0.9231,0,conplag,True,True
018c15bd_378bb1ca,018c15bd.java,378bb1ca.java,0.4218,0.6589,0.4573,0.5797,0.7143,0,conplag,True,True
8d9871a9_e431de28,8d9871a9.java,e431de28.java,0.4833,0.7934,0.5298,0.8269,0.8333,1,conplag,True,True
c02_orig_L6v08,original.java,compared.java,0.5749,0.8024,0.6432,0.7634,1.0,1,ir_plag,True,True
c04_orig_np01,original.java,compared.java,0.8366,0.92,0.8616,0.9851,1.0,0,ir_plag,True,True
169e34bf_69b8ffb2,169e34bf.java,69b8ffb2.java,0.4176,0.6924,0.4588,0.761,0.75,0,conplag,True,True
6e207cbf_76ad805a,6e207cbf.java,76ad805a.java,0.4448,0.792,0.4969,0.7282,0.9,0,conplag,True,True
9291ca83_b185d034,9291ca83.java,b185d034.java,0.4364,0.8537,0.499,0.9104,0.8,1,conplag,True,True
692a4496_f7006f16,692a4496.java,f7006f16.java,0.4221,0.5488,0.4411,0.7479,0.4667,0,conplag,True,True
856a8eda_c354b74f,856a8eda.java,c354b74f.java,0.4518,0.7286,0.4933,0.689,0.6667,0,conplag,True,True
1dab88fb_9c55bc1b,1dab88fb.java,9c55bc1b.java,0.4244,0.8024,0.4811,0.842,0.7857,0,conplag,True,True
bdf7bfb2_d92c5342,bdf7bfb2.java,d92c5342.java,0.4911,0.9133,0.5544,0.9433,1.0,0,conplag,True,True
ac121776_eb6cfca7,ac121776.java,eb6cfca7.java,0.3836,0.9104,0.4626,0.9133,1.0,0,conplag,True,True
c05_orig_L6v02,original.java,compared.java,0.6408,0.7761,0.6814,0.7431,1.0,1,ir_plag,True,True
3c667d4f_be3b1289,3c667d4f.java,be3b1289.java,0.3134,0.7652,0.3812,0.7689,0.875,1,conplag,True,True
11373c16_69b2fd22,11373c16.java,69b2fd22.java,0.5076,0.799,0.5513,0.8144,0.7,0,conplag,True,True
32ff22fe_f0d91796,32ff22fe.java,f0d91796.java,0.3633,0.8847,0.4416,0.852,1.0,0,conplag,True,True
94b3b86d_efe594c3,94b3b86d.java,efe594c3.java,0.5246,0.8576,0.5745,0.7745,0.8667,0,conplag,True,True
11373c16_7011024d,11373c16.java,7011024d.java,0.4715,0.6402,0.4968,0.9142,1.0,0,conplag,True,True
c05_orig_np10,original.java,compared.java,0.4719,0.9417,0.6129,0.964,1.0,0,ir_plag,True,True
c07_orig_np14,original.java,compared.java,0.526,0.7482,0.5927,0.8962,0.6667,0,ir_plag,True,True
018c9543_d1dbc56a,018c9543.java,d1dbc56a.java,0.491,0.5902,0.5059,0.5804,0.5,0,conplag,True,True
c04_orig_L3v04,original.java,compared.java,0.6601,0.8875,0.7283,0.8148,1.0,1,ir_plag,True,True
c02_orig_L1v07,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
c03_orig_np13,original.java,compared.java,0.6438,0.85,0.7057,0.9689,1.0,0,ir_plag,True,True
2c7a0000_bd50e3fe,2c7a0000.java,bd50e3fe.java,0.4117,0.861,0.4791,0.953,0.8889,1,conplag,True,True
c02_orig_L4v01,original.java,compared.java,0.5216,0.7595,0.593,0.6803,1.0,1,ir_plag,True,True
343cc8e7_7f69a9e8,343cc8e7.java,7f69a9e8.java,0.2957,0.8048,0.3721,0.9215,0.8889,0,conplag,True,True
1984bef1_2063ba3e,1984bef1.java,2063ba3e.java,0.4368,0.9265,0.5102,0.8936,0.9,0,conplag,True,True
a8e2cefc_ee270b2a,a8e2cefc.java,ee270b2a.java,0.3726,0.5957,0.4061,0.7379,0.6429,0,conplag,True,True
c02_orig_L3v08,original.java,compared.java,0.6768,1.0,0.7738,1.0,1.0,1,ir_plag,True,True
11d91f31_4323e2bd,11d91f31.java,4323e2bd.java,0.4369,0.6751,0.4726,0.6314,0.7778,0,conplag,True,True
402aff07_f229aa7f,402aff07.java,f229aa7f.java,0.3809,0.7398,0.4348,0.8746,0.8182,0,conplag,True,True
14b0fb8e_6490bbe8,14b0fb8e.java,6490bbe8.java,0.4606,0.7591,0.5054,0.94,1.0,0,conplag,True,True
81fb6415_b3d4c5ca,81fb6415.java,b3d4c5ca.java,0.6501,0.7137,0.6596,0.7399,0.8571,0,conplag,True,True
72d9eb5b_884f5678,72d9eb5b.java,884f5678.java,0.4643,0.7975,0.5143,0.8139,0.9,0,conplag,True,True
c02_orig_L5v09,original.java,compared.java,0.6687,0.8061,0.7099,0.7874,1.0,1,ir_plag,True,True
c05_orig_np08,original.java,compared.java,0.4378,0.8266,0.5544,0.9813,1.0,0,ir_plag,True,True
9756f13a_ea899386,9756f13a.java,ea899386.java,0.3981,0.6921,0.4422,0.7461,0.5455,0,conplag,True,True
1dab88fb_a6229ee9,1dab88fb.java,a6229ee9.java,0.3845,0.8754,0.4581,0.7676,0.9167,0,conplag,True,True
c07_orig_L5v08,original.java,compared.java,0.5951,0.7875,0.6528,0.9085,1.0,1,ir_plag,True,True
a7894e0b_fadc1365,a7894e0b.java,fadc1365.java,0.2867,0.9214,0.3819,0.9969,0.8571,1,conplag,True,True
9028caf7_e6b7a899,9028caf7.java,e6b7a899.java,0.3257,0.7313,0.3865,0.9279,0.7,0,conplag,True,True
c07_orig_np02,original.java,compared.java,0.9271,0.7583,0.8765,0.8454,0.6667,0,ir_plag,True,True
63bfa731_9fc811f7,63bfa731.java,9fc811f7.java,0.4446,0.7083,0.4842,0.7424,1.0,1,conplag,True,True
c06_orig_np03,original.java,compared.java,0.9312,1.0,0.9518,0.991,1.0,0,ir_plag,True,True
c03_orig_L3v04,original.java,compared.java,0.5625,0.95,0.6788,0.9541,1.0,1,ir_plag,True,True
c03_orig_np06,original.java,compared.java,0.9919,0.935,0.9748,0.959,1.0,0,ir_plag,True,True
0588b869_9028caf7,0588b869.java,9028caf7.java,0.4729,0.7056,0.5078,0.8515,0.7,0,conplag,True,True
2bbf754b_69b8ffb2,2bbf754b.java,69b8ffb2.java,0.394,0.582,0.4222,0.7401,0.6667,0,conplag,True,True
c03_orig_L4v06,original.java,compared.java,0.5833,0.7825,0.6431,0.789,1.0,1,ir_plag,True,True
5a81e159_866a2d52,5a81e159.java,866a2d52.java,0.3875,0.6614,0.4286,0.8043,0.7273,0,conplag,True,True
c06_orig_L1v01,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
11c2ab99_28c2d81a,11c2ab99.java,28c2d81a.java,0.3254,0.9695,0.422,0.8519,1.0,1,conplag,True,True
c05_orig_np14,original.java,compared.java,0.4433,0.9313,0.5897,0.8629,1.0,0,ir_plag,True,True
27ec4acc_ddcadc64,27ec4acc.java,ddcadc64.java,0.3434,0.6505,0.3894,0.6038,0.7273,0,conplag,True,True
69b8ffb2_c9159d9c,69b8ffb2.java,c9159d9c.java,0.4233,0.7363,0.4703,0.9165,1.0,0,conplag,True,True
4303de0d_c9a316ca,4303de0d.java,c9a316ca.java,0.4065,0.7003,0.4506,0.9355,0.875,0,conplag,True,True
464a03b8_cf27732e,464a03b8.java,cf27732e.java,0.3913,0.7979,0.4523,0.7447,0.6923,0,conplag,True,True
c01_orig_L6v05,original.java,compared.java,0.3233,0.5825,0.4011,0.9355,0.5,1,ir_plag,True,True
26e699de_fcc7e8fa,26e699de.java,fcc7e8fa.java,0.3301,0.8078,0.4017,0.7964,0.8182,0,conplag,True,True
c03_orig_L3v02,original.java,compared.java,0.9866,1.0,0.9906,1.0,1.0,1,ir_plag,True,True
7011024d_eea69e7f,7011024d.java,eea69e7f.java,0.5092,0.6021,0.5231,0.8848,0.8571,0,conplag,True,True
74f4382e_bd584714,74f4382e.java,bd584714.java,0.3846,0.7048,0.4326,0.7123,0.6667,0,conplag,True,True
1a6f8b20_77448a05,1a6f8b20.java,77448a05.java,0.4262,0.6219,0.4555,0.5867,0.6154,0,conplag,True,True
8b490132_db09b3f9,8b490132.java,db09b3f9.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
2bbc6c80_4e58558c,2bbc6c80.java,4e58558c.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
c05_orig_L5v08,original.java,compared.java,0.5834,0.8525,0.6641,0.8037,1.0,1,ir_plag,True,True
c02_orig_L3v02,original.java,compared.java,0.6826,0.95,0.7628,0.8621,1.0,1,ir_plag,True,True
c03_orig_L2v07,original.java,compared.java,1.0,0.935,0.9805,0.959,1.0,1,ir_plag,True,True
b5da712b_dd994c01,b5da712b.java,dd994c01.java,0.4437,0.733,0.4871,0.7611,0.7895,0,conplag,True,True
90f01508_e00b1794,90f01508.java,e00b1794.java,0.5177,0.7702,0.5556,0.8459,1.0,0,conplag,True,True
354d060f_e1c4f3db,354d060f.java,e1c4f3db.java,0.4124,0.9062,0.4864,0.8695,1.0,0,conplag,True,True
b08b1c3c_d92b4600,b08b1c3c.java,d92b4600.java,0.2495,0.9333,0.3521,0.8301,0.9231,0,conplag,True,True
07043d35_97a7fab5,07043d35.java,97a7fab5.java,0.4569,0.7642,0.503,0.96,0.9091,0,conplag,True,True
4e28b45e_d7a8434f,4e28b45e.java,d7a8434f.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
9d1bfd29_fe07e031,9d1bfd29.java,fe07e031.java,0.4129,0.6205,0.444,0.9169,1.0,0,conplag,True,True
c07_orig_L5v06,original.java,compared.java,0.4721,0.8783,0.594,0.841,1.0,1,ir_plag,True,True
b2590225_fdcbdf85,b2590225.java,fdcbdf85.java,0.3471,0.5962,0.3845,0.8142,0.75,0,conplag,True,True
584b0e9e_722e318f,584b0e9e.java,722e318f.java,0.4004,0.6999,0.4453,0.8517,0.8,0,conplag,True,True
c05_orig_np06,original.java,compared.java,0.5264,0.9263,0.6464,0.8699,1.0,0,ir_plag,True,True
21c9b214_d5a20936,21c9b214.java,d5a20936.java,0.5802,0.947,0.6353,0.96,1.0,1,conplag,True,True
11c2ab99_8f6421f3,11c2ab99.java,8f6421f3.java,0.3344,0.9259,0.4232,0.9321,1.0,1,conplag,True,True
3b498a39_69b2fd22,3b498a39.java,69b2fd22.java,0.4316,0.6895,0.4703,0.7829,0.9091,0,conplag,True,True
c02_orig_L2v09,original.java,compared.java,0.7824,1.0,0.8477,1.0,1.0,1,ir_plag,True,True
c06_orig_L1v06,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
c02_orig_np14,original.java,compared.java,0.5206,0.9721,0.656,0.7407,1.0,0,ir_plag,True,True
cdb801a1_e14d1ba0,cdb801a1.java,e14d1ba0.java,0.3875,0.7286,0.4386,0.9245,0.625,0,conplag,True,True
00f79486_fb312dc6,00f79486.java,fb312dc6.java,0.3399,0.665,0.3887,0.902,1.0,0,conplag,True,True
ae6567fb_d22a53cd,ae6567fb.java,d22a53cd.java,0.3769,0.7621,0.4347,0.7195,0.75,0,conplag,True,True
953ac418_ba9b94f7,953ac418.java,ba9b94f7.java,0.4476,0.7135,0.4875,0.9152,0.8889,0,conplag,True,True
2bbf754b_9862c742,2bbf754b.java,9862c742.java,0.7011,0.6956,0.7003,0.9906,0.7273,0,conplag,True,True
c07_orig_L5v03,original.java,compared.java,0.9175,0.8149,0.8867,0.8963,1.0,1,ir_plag,True,True
1be078c4_7ae0cb0d,1be078c4.java,7ae0cb0d.java,0.3741,0.8543,0.4461,0.9091,1.0,0,conplag,True,True
3dd65549_f229aa7f,3dd65549.java,f229aa7f.java,0.4056,0.7608,0.4589,0.9729,0.8889,0,conplag,True,True
99bc7da3_ced4639e,99bc7da3.java,ced4639e.java,0.3748,0.7372,0.4291,0.9066,0.75,0,conplag,True,True
3e1442a3_d0e27497,3e1442a3.java,d0e27497.java,0.4128,0.6032,0.4413,0.8631,0.8125,0,conplag,True,True
c06_orig_L5v06,original.java,compared.java,0.3813,0.7467,0.4909,0.6307,1.0,1,ir_plag,True,True
c07_orig_np07,original.java,compared.java,0.5527,0.6931,0.5948,0.5734,0.5714,0,ir_plag,True,True
c01_orig_L5v01,original.java,compared.java,0.2862,0.5825,0.3751,0.871,0.5,1,ir_plag,True,True
1dab88fb_4138b081,1dab88fb.java,4138b081.java,0.4382,0.8665,0.5024,0.969,1.0,0,conplag,True,True
c4ca2ff3_d6fb3b9e,c4ca2ff3.java,d6fb3b9e.java,0.4802,0.6804,0.5102,0.8679,0.7778,0,conplag,True,True
c07_orig_L1v04,original.java,compared.java,0.955,1.0,0.9685,0.9939,1.0,1,ir_plag,True,True
c03_orig_L2v08,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
0f6ca337_6843cc19,0f6ca337.java,6843cc19.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
2120328e_6de04ee2,2120328e.java,6de04ee2.java,0.347,0.6789,0.3968,0.6635,0.8889,1,conplag,True,True
6b83b22e_c59194c7,6b83b22e.java,c59194c7.java,0.3337,0.613,0.3756,0.9933,0.8,0,conplag,True,True
7c11511f_ca8f11a4,7c11511f.java,ca8f11a4.java,0.365,0.8733,0.4413,0.8677,1.0,1,conplag,True,True
213340b3_870e16d9,213340b3.java,870e16d9.java,0.4875,0.8067,0.5354,0.7293,0.6923,0,conplag,True,True
5e8d1aaa_c4d04ce7,5e8d1aaa.java,c4d04ce7.java,0.9801,0.8962,0.9675,0.9035,0.8889,1,conplag,True,True
680ba922_6e207cbf,680ba922.java,6e207cbf.java,0.5076,0.8048,0.5522,0.7481,0.9,0,conplag,True,True
6825260d_c972dd00,6825260d.java,c972dd00.java,1.0,1.0,1.0,1.0,1.0,1,conplag,True,True
c06_orig_L4v05,original.java,compared.java,0.4944,0.75,0.5711,0.8605,1.0,1,ir_plag,True,True
b2590225_f7fc2e94,b2590225.java,f7fc2e94.java,0.4463,0.6387,0.4752,0.9026,0.875,0,conplag,True,True
42fe7dd0_c4ca2ff3,42fe7dd0.java,c4ca2ff3.java,0.508,0.8662,0.5618,0.7902,0.8889,1,conplag,True,True
ba468e1f_fb312dc6,ba468e1f.java,fb312dc6.java,0.4081,0.9199,0.4849,0.9861,0.9,0,conplag,True,True
9f354c5c_cb032314,9f354c5c.java,cb032314.java,0.4173,0.7712,0.4704,0.9116,0.9167,0,conplag,True,True
c03_orig_L5v05,original.java,compared.java,0.5161,0.634,0.5515,0.789,1.0,1,ir_plag,True,True
22b41936_9cea10af,22b41936.java,9cea10af.java,0.4816,0.7747,0.5256,0.9102,0.8889,1,conplag,True,True
c1fef98f_f870e76b,c1fef98f.java,f870e76b.java,0.2608,0.6121,0.3135,0.8371,0.6667,0,conplag,True,True
4851a411_e201bc2e,4851a411.java,e201bc2e.java,0.361,0.5601,0.3909,0.9596,0.625,0,conplag,True,True
35857a5a_ab7507bf,35857a5a.java,ab7507bf.java,0.4861,0.5474,0.4953,0.5177,0.5294,0,conplag,True,True
5766f176_e7a997b5,5766f176.java,e7a997b5.java,0.4654,0.8116,0.5174,0.9142,1.0,0,conplag,True,True
c03_orig_np09,original.java,compared.java,0.97,0.935,0.9595,0.9212,1.0,0,ir_plag,True,True
1410e423_e90a198b,1410e423.java,e90a198b.java,0.3543,0.5976,0.3908,0.6518,0.6429,0,conplag,True,True
1097b326_b45d28b2,1097b326.java,b45d28b2.java,0.4787,0.6865,0.5099,0.8838,1.0,0,conplag,True,True
3088ca9c_7a9c69d8,3088ca9c.java,7a9c69d8.java,0.559,0.8491,0.6025,0.9869,1.0,1,conplag,True,True
18d20d2e_d8a171a3,18d20d2e.java,d8a171a3.java,0.451,0.7002,0.4884,0.6874,0.8571,0,conplag,True,True
c04_orig_L4v07,original.java,compared.java,0.5985,0.8375,0.6702,0.7952,1.0,1,ir_plag,True,True
c04_orig_np11,original.java,compared.java,0.3873,0.9955,0.5697,0.8462,1.0,0,ir_plag,True,True
c05_orig_L1v07,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
46e9aed4_ee4f7b06,46e9aed4.java,ee4f7b06.java,0.4141,0.5396,0.4329,0.9951,1.0,0,conplag,True,True
c04_orig_L2v03,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
c06_orig_L5v03,original.java,compared.java,0.7126,0.7625,0.7276,0.888,1.0,1,ir_plag,True,True
c06_orig_L3v07,original.java,compared.java,0.7665,1.0,0.8366,0.991,1.0,1,ir_plag,True,True
5b9a0551_9debf95c,5b9a0551.java,9debf95c.java,0.2398,0.5985,0.2936,0.6015,0.8333,0,conplag,True,True
63a24497_6e5ab1d2,63a24497.java,6e5ab1d2.java,0.3714,0.7675,0.4308,0.9059,0.7857,1,conplag,True,True
69b2fd22_7bc92b7f,69b2fd22.java,7bc92b7f.java,0.498,0.8183,0.546,0.9148,1.0,0,conplag,True,True
8c011cb9_e0f6aad6,8c011cb9.java,e0f6aad6.java,0.2643,0.7493,0.3371,0.9864,1.0,0,conplag,True,True
0c00d532_521c5645,0c00d532.java,521c5645.java,0.3638,0.5811,0.3964,0.6559,0.5556,0,conplag,True,True
5e3089fa_aea245ba,5e3089fa.java,aea245ba.java,0.4492,0.7634,0.4963,0.9229,0.9,0,conplag,True,True
c05_orig_L1v05,original.java,compared.java,0.7652,1.0,0.8356,0.9469,1.0,1,ir_plag,True,True
ca8f11a4_e185bce5,ca8f11a4.java,e185bce5.java,0.3971,0.7833,0.455,0.8873,0.8333,0,conplag,True,True
c05_orig_L2v03,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
6be98ece_e1c4f3db,6be98ece.java,e1c4f3db.java,0.355,0.7151,0.409,0.8856,0.8182,0,conplag,True,True
3d245498_7838095f,3d245498.java,7838095f.java,0.997,0.9923,0.9963,0.994,1.0,1,conplag,True,True
c06_orig_L4v02,original.java,compared.java,0.5084,0.8875,0.6222,0.8672,1.0,1,ir_plag,True,True
6a47e491_f2cf6a74,6a47e491.java,f2cf6a74.java,0.3109,0.4359,0.3297,0.3961,0.2759,0,conplag,True,True
c03_orig_L4v01,original.java,compared.java,0.4653,0.7717,0.5572,0.7727,1.0,1,ir_plag,True,True
06b9cf99_fb69b3b4,06b9cf99.java,fb69b3b4.java,0.552,0.644,0.5658,0.9533,1.0,0,conplag,True,True
808f7516_9ebe348d,808f7516.java,9ebe348d.java,0.2991,0.7192,0.3621,0.8919,0.9524,0,conplag,True,True
c04_orig_L4v08,original.java,compared.java,0.5417,0.8375,0.6305,0.8049,1.0,1,ir_plag,True,True
565f77b7_e8006510,565f77b7.java,e8006510.java,0.4815,0.7536,0.5223,0.8844,0.7778,0,conplag,True,True
c02_orig_L1v06,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
a5d5a95f_ab7507bf,a5d5a95f.java,ab7507bf.java,0.49,0.9393,0.5574,0.9524,0.8889,0,conplag,True,True
c07_orig_np10,original.java,compared.java,0.5399,0.9274,0.6562,0.9762,1.0,0,ir_plag,True,True
2a35cd81_97a7fab5,2a35cd81.java,97a7fab5.java,0.3881,0.7315,0.4396,0.9293,0.7857,0,conplag,True,True
c05_orig_np02,original.java,compared.java,0.4777,0.9307,0.6136,0.9386,1.0,0,ir_plag,True,True
c04_orig_L1v02,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
c03_orig_L4v02,original.java,compared.java,0.5103,0.8018,0.5978,0.7664,1.0,1,ir_plag,True,True
1ea771ea_ee270b2a,1ea771ea.java,ee270b2a.java,0.3272,0.8508,0.4057,0.9341,0.8889,1,conplag,True,True
08b9908d_f5fb1b62,08b9908d.java,f5fb1b62.java,0.2582,0.7424,0.3308,0.6813,0.75,0,conplag,True,True
c02_orig_L4v07,original.java,compared.java,0.7926,0.7551,0.7813,0.7143,1.0,1,ir_plag,True,True
